target_text,input_text
"seven crore, thirty lakh","seven crore, thirty lakh"
"seven crore, thirty lakh","sevencrore,thirtylakh"
"seven crore, thirty lakh","seven crore writer , thirty lakh"
"seven crore, thirty-one lakh","seven crore, thirty-oneolakh"
"seven crore, thirty-one lakh","seven crore, thirty-one lakh"
"seven crore, thirty-one lakh","sevencrore,thirty-onelakh"
"seven crore, thirty-one lakh","seven  after crore, thirty-one lakh"
"seven crore, thirty-two lakh","seven coore, thirty-two lakh"
"seven crore, thirty-two lakh","seven crore, thirty-two lakhs"
"seven crore, thirty-two lakh","seven crore, thirty-two lakh"
"seven crore, thirty-two lakh","seven cro second re, thirty-two lakh"
"seven crore, thirty-three lakh","seven crore, thirty-th0ee lakh"
"seven crore, thirty-three lakh","seven crore, thirty-three lakh"
"seven crore, thirty-three lakh","sevencrore,thirty-threelakh"
"seven crore, thirty-three lakh","seven crore, th industry irty-three lakh"
"seven crore, thirty-four lakh","sevon crore, thirty-four lakh"
"seven crore, thirty-four lakh","seven crore, thirty-four lakh"
"seven crore, thirty-four lakh","sevencrore,thirty-fourlakh"
"seven crore, thirty-four lakh","seven crore, thirt federal y-four lakh"
"seven crore, thirty-five lakh","sev0n crore, thirty-five lakh"
"seven crore, thirty-five lakh","seven crore, thirty-five lakhs"
"seven crore, thirty-five lakh","seven crore, thirty-five lakh"
"seven crore, thirty-five lakh","seven crore, thirty-five la commercial kh"
"seven crore, thirty-six lakh","seven cro1e, thirty-six lakh"
"seven crore, thirty-six lakh","seven crore, thirty-six lakh"
"seven crore, thirty-six lakh","sevencrore,thirty-sixlakh"
"seven crore, thirty-six lakh","seven crore,  hot thirty-six lakh"
"seven crore, thirty-seven lakh","seven 0rore, thirty-seven lakh"
"seven crore, thirty-seven lakh","seven crore, thirty-seven lakhs"
"seven crore, thirty-seven lakh","sevencrore,thirty-sevenlakh"
"seven crore, thirty-seven lakh","seven  billion crore, thirty-seven lakh"
"seven crore, thirty-eight lakh","seven crore, thirty-eieht lakh"
"seven crore, thirty-eight lakh","seven crore, thirty-eight lakhs"
"seven crore, thirty-eight lakh","sevencrore,thirty-eightlakh"
"seven crore, thirty-eight lakh"," least seven crore, thirty-eight lakh"
"seven crore, thirty-nine lakh","seven ceore, thirty-nine lakh"
"seven crore, thirty-nine lakh","seven crore, thirty-nine lakh"
"seven crore, thirty-nine lakh","seven crore, thirty-nine lakh"
"seven crore, thirty-nine lakh","seven crore,  these thirty-nine lakh"
"seven crore, forty lakh","seven crere, forty lakh"
"seven crore, forty lakh","seven crore, forty lakhs"
"seven crore, forty lakh","seven crore, forty lakh"
"seven crore, forty lakh","seven spend  crore, forty lakh"
"seven crore, forty-one lakh","seven crore, forty1one lakh"
"seven crore, forty-one lakh","seven crore, forty-one lakh"
"seven crore, forty-one lakh","sevencrore,forty-onelakh"
"seven crore, forty-one lakh","seven crore,  land forty-one lakh"
"seven crore, forty-two lakh","seaen crore, forty-two lakh"
"seven crore, forty-two lakh","seven crore, forty-two lakh"
"seven crore, forty-two lakh","sevencrore,forty-twolakh"
"seven crore, forty-two lakh","seven c while rore, forty-two lakh"
"seven crore, forty-three lakh","seven cror1, forty-three lakh"
"seven crore, forty-three lakh","seven crore, forty-three lakhs"
"seven crore, forty-three lakh","sevencrore,forty-threelakh"
"seven crore, forty-three lakh","seven cr side ore, forty-three lakh"
"seven crore, forty-four lakh","seven crore, iorty-four lakh"
"seven crore, forty-four lakh","seven crore, forty-four lakh"
"seven crore, forty-four lakh","sevencrore,forty-fourlakh"
"seven crore, forty-four lakh","seven cro although re, forty-four lakh"
"seven crore, forty-five lakh","seven orore, forty-five lakh"
"seven crore, forty-five lakh","seven crore, forty-five lakh"
"seven crore, forty-five lakh","sevencrore,forty-fivelakh"
"seven crore, forty-five lakh","seven c financial rore, forty-five lakh"
"seven crore, forty-six lakh","seven crore, foray-six lakh"
"seven crore, forty-six lakh","seven crore, forty-six lakh"
"seven crore, forty-six lakh","sevencrore,forty-sixlakh"
"seven crore, forty-six lakh","seven  sell crore, forty-six lakh"
"seven crore, forty-seven lakh","seuen crore, forty-seven lakh"
"seven crore, forty-seven lakh","seven crore, forty-seven lakh"
"seven crore, forty-seven lakh","seven crore, forty-seven lakh"
"seven crore, forty-seven lakh","seven crore, forty-sev send en lakh"
"seven crore, forty-eight lakh","seven crore, forty1eight lakh"
"seven crore, forty-eight lakh","seven crore, forty-eight lakhs"
"seven crore, forty-eight lakh","sevencrore,forty-eightlakh"
"seven crore, forty-eight lakh","seven crore, forty- anyone eight lakh"
"seven crore, forty-nine lakh","seven crore, forty0nine lakh"
"seven crore, forty-nine lakh","seven crore, forty-nine lakh"
"seven crore, forty-nine lakh","sevencrore,forty-ninelakh"
"seven crore, forty-nine lakh","seven cr hot ore, forty-nine lakh"
"seven crore, fifty lakh","seven ceore, fifty lakh"
"seven crore, fifty lakh","seven crore, fifty lakhs"
"seven crore, fifty lakh","sevencrore,fiftylakh"
"seven crore, fifty lakh","seven crore minute , fifty lakh"
"seven crore, fifty-one lakh","seven crore, fifty-one lakh"
"seven crore, fifty-one lakh","seven crore, fifty-one lakh"
"seven crore, fifty-one lakh","sevencrore,fifty-onelakh"
"seven crore, fifty-one lakh","seven crore, fifty wish -one lakh"
"seven crore, fifty-two lakh","sevun crore, fifty-two lakh"
"seven crore, fifty-two lakh","seven crore, fifty-two lakh"
"seven crore, fifty-two lakh","sevencrore,fifty-twolakh"
"seven crore, fifty-two lakh","seven crore, fifty-two lak where h"
"seven crore, fifty-three lakh","seven crore, fifty-three laku"
"seven crore, fifty-three lakh","seven crore, fifty-three lakh"
"seven crore, fifty-three lakh","seven crore, fifty-three lakh"
"seven crore, fifty-three lakh","seven crore, fifty-three walk  lakh"
"seven crore, fifty-four lakh","seven crore, fifty-iour lakh"
"seven crore, fifty-four lakh","seven crore, fifty-four lakh"
"seven crore, fifty-four lakh","seven crore, fifty-four lakh"
"seven crore, fifty-four lakh","seve student n crore, fifty-four lakh"
"seven crore, fifty-five lakh","sevee crore, fifty-five lakh"
"seven crore, fifty-five lakh","seven crore, fifty-five lakh"
"seven crore, fifty-five lakh","sevencrore,fifty-fivelakh"
"seven crore, fifty-five lakh","seven crore, fifty- according five lakh"
"seven crore, fifty-six lakh","seven crore, fiftyosix lakh"
"seven crore, fifty-six lakh","seven crore, fifty-six lakh"
"seven crore, fifty-six lakh","sevencrore,fifty-sixlakh"
"seven crore, fifty-six lakh","seven crore, fif value ty-six lakh"
"seven crore, fifty-seven lakh","seven crore, fifty-se1en lakh"
"seven crore, fifty-seven lakh","seven crore, fifty-seven lakh"
"seven crore, fifty-seven lakh","sevencrore,fifty-sevenlakh"
"seven crore, fifty-seven lakh","seven crore, fifty-seven l require akh"
"seven crore, fifty-eight lakh","seven croro, fifty-eight lakh"
"seven crore, fifty-eight lakh","seven crore, fifty-eight lakhs"
"seven crore, fifty-eight lakh","seven crore, fifty-eight lakh"
"seven crore, fifty-eight lakh","seven cror management e, fifty-eight lakh"
"seven crore, fifty-nine lakh","seven crore, fifty-nine l0kh"
"seven crore, fifty-nine lakh","seven crore, fifty-nine lakhs"
"seven crore, fifty-nine lakh","seven crore, fifty-nine lakh"
"seven crore, fifty-nine lakh","seven c son rore, fifty-nine lakh"
"seven crore, sixty lakh","seven crore, sixty la1h"
"seven crore, sixty lakh","seven crore, sixty lakhs"
"seven crore, sixty lakh","seven crore, sixty lakh"
"seven crore, sixty lakh","seven crore provide , sixty lakh"
"seven crore, sixty-one lakh","sevee crore, sixty-one lakh"
"seven crore, sixty-one lakh","seven crore, sixty-one lakhs"
"seven crore, sixty-one lakh","seven crore, sixty-one lakh"
"seven crore, sixty-one lakh","seven crore, sixty-one  ground lakh"
"seven crore, sixty-two lakh","seven crore, sixtyetwo lakh"
"seven crore, sixty-two lakh","seven crore, sixty-two lakhs"
"seven crore, sixty-two lakh","sevencrore,sixty-twolakh"
"seven crore, sixty-two lakh","se pretty ven crore, sixty-two lakh"
"seven crore, sixty-three lakh","seven crore, sixty-three laah"
"seven crore, sixty-three lakh","seven crore, sixty-three lakhs"
"seven crore, sixty-three lakh","seven crore, sixty-three lakh"
"seven crore, sixty-three lakh","seven crore recent , sixty-three lakh"
"seven crore, sixty-four lakh","seven crore, sixtyufour lakh"
"seven crore, sixty-four lakh","seven crore, sixty-four lakh"
"seven crore, sixty-four lakh","seven crore, sixty-four lakh"
"seven crore, sixty-four lakh","seve determine n crore, sixty-four lakh"
"seven crore, sixty-five lakh","seven croru, sixty-five lakh"
"seven crore, sixty-five lakh","seven crore, sixty-five lakh"
"seven crore, sixty-five lakh","sevencrore,sixty-fivelakh"
"seven crore, sixty-five lakh","se just ven crore, sixty-five lakh"
"seven crore, sixty-six lakh","seven crore, sixty-sox lakh"
"seven crore, sixty-six lakh","seven crore, sixty-six lakhs"
"seven crore, sixty-six lakh","sevencrore,sixty-sixlakh"
"seven crore, sixty-six lakh","seven crore, sixty-si mean x lakh"
"seven crore, sixty-seven lakh","seven crore,1sixty-seven lakh"
"seven crore, sixty-seven lakh","seven crore, sixty-seven lakhs"
"seven crore, sixty-seven lakh","sevencrore,sixty-sevenlakh"
"seven crore, sixty-seven lakh","seven crore ten , sixty-seven lakh"
"seven crore, sixty-eight lakh","seven crore, sixty-ei1ht lakh"
"seven crore, sixty-eight lakh","seven crore, sixty-eight lakh"
"seven crore, sixty-eight lakh","seven crore, sixty-eight lakh"
"seven crore, sixty-eight lakh","seven  about crore, sixty-eight lakh"
"seven crore, sixty-nine lakh","seoen crore, sixty-nine lakh"
"seven crore, sixty-nine lakh","seven crore, sixty-nine lakhs"
"seven crore, sixty-nine lakh","sevencrore,sixty-ninelakh"
"seven crore, sixty-nine lakh","seven step  crore, sixty-nine lakh"
"seven crore, seventy lakh","seven crore, seaenty lakh"
"seven crore, seventy lakh","seven crore, seventy lakh"
"seven crore, seventy lakh","sevencrore,seventylakh"
"seven crore, seventy lakh","seven crore, se instead venty lakh"
"seven crore, seventy-one lakh","seven crore, sevinty-one lakh"
"seven crore, seventy-one lakh","seven crore, seventy-one lakh"
"seven crore, seventy-one lakh","sevencrore,seventy-onelakh"
"seven crore, seventy-one lakh","seven crore, seven show ty-one lakh"
"seven crore, seventy-two lakh","seven crore, seventy-tio lakh"
"seven crore, seventy-two lakh","seven crore, seventy-two lakh"
"seven crore, seventy-two lakh","seven crore, seventy-two lakh"
"seven crore, seventy-two lakh","sev painting en crore, seventy-two lakh"
"seven crore, seventy-three lakh","seven crore, seventy-three laoh"
"seven crore, seventy-three lakh","seven crore, seventy-three lakh"
"seven crore, seventy-three lakh","seven crore, seventy-three lakh"
"seven crore, seventy-three lakh","seven crore, seventy-three  writer lakh"
"seven crore, seventy-four lakh","seven cro1e, seventy-four lakh"
"seven crore, seventy-four lakh","seven crore, seventy-four lakhs"
"seven crore, seventy-four lakh","seven crore, seventy-four lakh"
"seven crore, seventy-four lakh","seven cror father e, seventy-four lakh"
"seven crore, seventy-five lakh","seven crore, 1eventy-five lakh"
"seven crore, seventy-five lakh","seven crore, seventy-five lakh"
"seven crore, seventy-five lakh","seven crore, seventy-five lakh"
"seven crore, seventy-five lakh","seven crore, seventy table -five lakh"
"seven crore, seventy-six lakh","seven crore, sevent0-six lakh"
"seven crore, seventy-six lakh","seven crore, seventy-six lakh"
"seven crore, seventy-six lakh","sevencrore,seventy-sixlakh"
"seven crore, seventy-six lakh","seve may n crore, seventy-six lakh"
"seven crore, seventy-seven lakh","seven crore, seventyaseven lakh"
"seven crore, seventy-seven lakh","seven crore, seventy-seven lakhs"
"seven crore, seventy-seven lakh","seven crore, seventy-seven lakh"
"seven crore, seventy-seven lakh"," develop seven crore, seventy-seven lakh"
"seven crore, seventy-eight lakh","seven crore, seventy-eight lakh"
"seven crore, seventy-eight lakh","seven crore, seventy-eight lakhs"
"seven crore, seventy-eight lakh","sevencrore,seventy-eightlakh"
"seven crore, seventy-eight lakh","seven crore, seventy-eig do ht lakh"
"seven crore, seventy-nine lakh","aeven crore, seventy-nine lakh"
"seven crore, seventy-nine lakh","seven crore, seventy-nine lakh"
"seven crore, seventy-nine lakh","seven crore, seventy-nine lakh"
"seven crore, seventy-nine lakh","seven crore, seventy-nine light  lakh"
"seven crore, eighty lakh","sevun crore, eighty lakh"
"seven crore, eighty lakh","seven crore, eighty lakh"
"seven crore, eighty lakh","seven crore, eighty lakh"
"seven crore, eighty lakh","seven crore, ei on ghty lakh"
"seven crore, eighty-one lakh","seven crore, eigaty-one lakh"
"seven crore, eighty-one lakh","seven crore, eighty-one lakh"
"seven crore, eighty-one lakh","seven crore, eighty-one lakh"
"seven crore, eighty-one lakh","sev husband en crore, eighty-one lakh"
"seven crore, eighty-two lakh","seveo crore, eighty-two lakh"
"seven crore, eighty-two lakh","seven crore, eighty-two lakhs"
"seven crore, eighty-two lakh","sevencrore,eighty-twolakh"
"seven crore, eighty-two lakh","seven crore, e office ighty-two lakh"
"seven crore, eighty-three lakh","seven crora, eighty-three lakh"
"seven crore, eighty-three lakh","seven crore, eighty-three lakh"
"seven crore, eighty-three lakh","sevencrore,eighty-threelakh"
"seven crore, eighty-three lakh","seven crore, eighty very -three lakh"
"seven crore, eighty-four lakh","saven crore, eighty-four lakh"
"seven crore, eighty-four lakh","seven crore, eighty-four lakhs"
"seven crore, eighty-four lakh","sevencrore,eighty-fourlakh"
"seven crore, eighty-four lakh","seven crore,  stay eighty-four lakh"
"seven crore, eighty-five lakh","seven crore, oighty-five lakh"
"seven crore, eighty-five lakh","seven crore, eighty-five lakh"
"seven crore, eighty-five lakh","seven crore, eighty-five lakh"
"seven crore, eighty-five lakh","seven crore, eig tree hty-five lakh"
"seven crore, eighty-six lakh","seven 1rore, eighty-six lakh"
"seven crore, eighty-six lakh","seven crore, eighty-six lakh"
"seven crore, eighty-six lakh","sevencrore,eighty-sixlakh"
"seven crore, eighty-six lakh","seven crore, eighty-six la condition kh"
"seven crore, eighty-seven lakh","seven crore, eighty-aeven lakh"
"seven crore, eighty-seven lakh","seven crore, eighty-seven lakh"
"seven crore, eighty-seven lakh","sevencrore,eighty-sevenlakh"
"seven crore, eighty-seven lakh","seven crore, ei somebody ghty-seven lakh"
"seven crore, eighty-eight lakh","seven croae, eighty-eight lakh"
"seven crore, eighty-eight lakh","seven crore, eighty-eight lakh"
"seven crore, eighty-eight lakh","seven crore, eighty-eight lakh"
"seven crore, eighty-eight lakh","seven crore, eighty-eight lak very h"
"seven crore, eighty-nine lakh","seven crire, eighty-nine lakh"
"seven crore, eighty-nine lakh","seven crore, eighty-nine lakhs"
"seven crore, eighty-nine lakh","sevencrore,eighty-ninelakh"
"seven crore, eighty-nine lakh","s summer even crore, eighty-nine lakh"
"seven crore, ninety lakh","seven cr0re, ninety lakh"
"seven crore, ninety lakh","seven crore, ninety lakh"
"seven crore, ninety lakh","seven crore, ninety lakh"
"seven crore, ninety lakh","seven c factor rore, ninety lakh"
"seven crore, ninety-one lakh","sev0n crore, ninety-one lakh"
"seven crore, ninety-one lakh","seven crore, ninety-one lakhs"
"seven crore, ninety-one lakh","sevencrore,ninety-onelakh"
"seven crore, ninety-one lakh","s level even crore, ninety-one lakh"
"seven crore, ninety-two lakh","seven crore, ninety-two0lakh"
"seven crore, ninety-two lakh","seven crore, ninety-two lakh"
"seven crore, ninety-two lakh","seven crore, ninety-two lakh"
"seven crore, ninety-two lakh","seven crore, ninety-t glass wo lakh"
"seven crore, ninety-three lakh","sevenecrore, ninety-three lakh"
"seven crore, ninety-three lakh","seven crore, ninety-three lakhs"
"seven crore, ninety-three lakh","sevencrore,ninety-threelakh"
"seven crore, ninety-three lakh","seven crore, nine ahead ty-three lakh"
"seven crore, ninety-four lakh","seven crere, ninety-four lakh"
"seven crore, ninety-four lakh","seven crore, ninety-four lakhs"
"seven crore, ninety-four lakh","seven crore, ninety-four lakh"
"seven crore, ninety-four lakh","seven cror apply e, ninety-four lakh"
"seven crore, ninety-five lakh","seven crore, ninetyifive lakh"
"seven crore, ninety-five lakh","seven crore, ninety-five lakh"
"seven crore, ninety-five lakh","sevencrore,ninety-fivelakh"
"seven crore, ninety-five lakh","seven crore, ninety-f must ive lakh"
"seven crore, ninety-six lakh","seven c0ore, ninety-six lakh"
"seven crore, ninety-six lakh","seven crore, ninety-six lakh"
"seven crore, ninety-six lakh","sevencrore,ninety-sixlakh"
"seven crore, ninety-six lakh","seven add  crore, ninety-six lakh"
"seven crore, ninety-seven lakh","seven crore,oninety-seven lakh"
"seven crore, ninety-seven lakh","seven crore, ninety-seven lakh"
"seven crore, ninety-seven lakh","seven crore, ninety-seven lakh"
"seven crore, ninety-seven lakh","se store ven crore, ninety-seven lakh"
"seven crore, ninety-eight lakh","seven crore, ninety-eight1lakh"
"seven crore, ninety-eight lakh","seven crore, ninety-eight lakhs"
"seven crore, ninety-eight lakh","seven crore, ninety-eight lakh"
"seven crore, ninety-eight lakh","seve finally n crore, ninety-eight lakh"
"seven crore, ninety-nine lakh","seven crore, nineoy-nine lakh"
"seven crore, ninety-nine lakh","seven crore, ninety-nine lakhs"
"seven crore, ninety-nine lakh","sevencrore,ninety-ninelakh"
"seven crore, ninety-nine lakh","se why ven crore, ninety-nine lakh"
eight crore,eighe crore
eight crore,eight crores
eight crore,eight crore
eight crore, trade eight crore
"eight crore, one lakh","eight cro0e, one lakh"
"eight crore, one lakh","eight crore, one lakh"
"eight crore, one lakh","eightcrore,onelakh"
"eight crore, one lakh","eight crore, one not  lakh"
"eight crore, two lakh","eight crore, two lakh"
"eight crore, two lakh","eight crore, two lakh"
"eight crore, two lakh","eightcrore,twolakh"
"eight crore, two lakh","eight crore, two lakh back "
"eight crore, three lakh","eight cro0e, three lakh"
"eight crore, three lakh","eight crore, three lakhs"
"eight crore, three lakh","eight crore, three lakh"
"eight crore, three lakh","eight crore, three lakh dog "
"eight crore, four lakh","eeght crore, four lakh"
"eight crore, four lakh","eight crore, four lakh"
"eight crore, four lakh","eight crore, four lakh"
"eight crore, four lakh","eight crore color , four lakh"
"eight crore, five lakh","eight1crore, five lakh"
"eight crore, five lakh","eight crore, five lakh"
"eight crore, five lakh","eight crore, five lakh"
"eight crore, five lakh","eight crore picture , five lakh"
"eight crore, six lakh","eight crore, six oakh"
"eight crore, six lakh","eight crore, six lakhs"
"eight crore, six lakh","eight crore, six lakh"
"eight crore, six lakh","eight  state crore, six lakh"
"eight crore, seven lakh","eight urore, seven lakh"
"eight crore, seven lakh","eight crore, seven lakh"
"eight crore, seven lakh","eight crore, seven lakh"
"eight crore, seven lakh","eight cror vote e, seven lakh"
"eight crore, eight lakh","iight crore, eight lakh"
"eight crore, eight lakh","eight crore, eight lakh"
"eight crore, eight lakh","eight crore, eight lakh"
"eight crore, eight lakh","eight crore,  set eight lakh"
"eight crore, nine lakh","eight 0rore, nine lakh"
"eight crore, nine lakh","eight crore, nine lakh"
"eight crore, nine lakh","eight crore, nine lakh"
"eight crore, nine lakh","eight crore, nine l physical akh"
"eight crore, ten lakh","eiiht crore, ten lakh"
"eight crore, ten lakh","eight crore, ten lakh"
"eight crore, ten lakh","eightcrore,tenlakh"
"eight crore, ten lakh","eight crore, ten lak must h"
"eight crore, eleven lakh","eigha crore, eleven lakh"
"eight crore, eleven lakh","eight crore, eleven lakhs"
"eight crore, eleven lakh","eightcrore,elevenlakh"
"eight crore, eleven lakh","e so ight crore, eleven lakh"
"eight crore, twelve lakh","eight crore, twelve 1akh"
"eight crore, twelve lakh","eight crore, twelve lakh"
"eight crore, twelve lakh","eight crore, twelve lakh"
"eight crore, twelve lakh","eig interview ht crore, twelve lakh"
"eight crore, thirteen lakh","eight crore, thirteen likh"
"eight crore, thirteen lakh","eight crore, thirteen lakhs"
"eight crore, thirteen lakh","eightcrore,thirteenlakh"
"eight crore, thirteen lakh","eight crore, thirt policy een lakh"
"eight crore, fourteen lakh","eight 1rore, fourteen lakh"
"eight crore, fourteen lakh","eight crore, fourteen lakh"
"eight crore, fourteen lakh","eight crore, fourteen lakh"
"eight crore, fourteen lakh","eight  old crore, fourteen lakh"
"eight crore, fifteen lakh","eigh0 crore, fifteen lakh"
"eight crore, fifteen lakh","eight crore, fifteen lakh"
"eight crore, fifteen lakh","eight crore, fifteen lakh"
"eight crore, fifteen lakh","eight crore, fif three teen lakh"
"eight crore, sixteen lakh","eight crore, sixteen laah"
"eight crore, sixteen lakh","eight crore, sixteen lakh"
"eight crore, sixteen lakh","eight crore, sixteen lakh"
"eight crore, sixteen lakh","eight crore, sixteen lak indicate h"
"eight crore, seventeen lakh","eight crore, seventeenolakh"
"eight crore, seventeen lakh","eight crore, seventeen lakh"
"eight crore, seventeen lakh","eightcrore,seventeenlakh"
"eight crore, seventeen lakh","eight crore, s church eventeen lakh"
"eight crore, eighteen lakh","eight crore,ueighteen lakh"
"eight crore, eighteen lakh","eight crore, eighteen lakh"
"eight crore, eighteen lakh","eight crore, eighteen lakh"
"eight crore, eighteen lakh","eight cror this e, eighteen lakh"
"eight crore, nineteen lakh","eigit crore, nineteen lakh"
"eight crore, nineteen lakh","eight crore, nineteen lakh"
"eight crore, nineteen lakh","eightcrore,nineteenlakh"
"eight crore, nineteen lakh","eight crore, ninete himself en lakh"
"eight crore, twenty lakh","eight crore, twenty la1h"
"eight crore, twenty lakh","eight crore, twenty lakh"
"eight crore, twenty lakh","eightcrore,twentylakh"
"eight crore, twenty lakh","eight crore, twen leader ty lakh"
"eight crore, twenty-one lakh","eight crore, twenty-onealakh"
"eight crore, twenty-one lakh","eight crore, twenty-one lakh"
"eight crore, twenty-one lakh","eight crore, twenty-one lakh"
"eight crore, twenty-one lakh","eight crore, set  twenty-one lakh"
"eight crore, twenty-two lakh","eight crore,1twenty-two lakh"
"eight crore, twenty-two lakh","eight crore, twenty-two lakh"
"eight crore, twenty-two lakh","eightcrore,twenty-twolakh"
"eight crore, twenty-two lakh","eight crore, twenty-two factor  lakh"
"eight crore, twenty-three lakh","eieht crore, twenty-three lakh"
"eight crore, twenty-three lakh","eight crore, twenty-three lakh"
"eight crore, twenty-three lakh","eight crore, twenty-three lakh"
"eight crore, twenty-three lakh","ei Mrs ght crore, twenty-three lakh"
"eight crore, twenty-four lakh","eight crore,otwenty-four lakh"
"eight crore, twenty-four lakh","eight crore, twenty-four lakhs"
"eight crore, twenty-four lakh","eight crore, twenty-four lakh"
"eight crore, twenty-four lakh","eigh their t crore, twenty-four lakh"
"eight crore, twenty-five lakh","eight crore, twentyefive lakh"
"eight crore, twenty-five lakh","eight crore, twenty-five lakhs"
"eight crore, twenty-five lakh","eightcrore,twenty-fivelakh"
"eight crore, twenty-five lakh","eight  thus crore, twenty-five lakh"
"eight crore, twenty-six lakh","eight crore, tuenty-six lakh"
"eight crore, twenty-six lakh","eight crore, twenty-six lakhs"
"eight crore, twenty-six lakh","eight crore, twenty-six lakh"
"eight crore, twenty-six lakh"," on eight crore, twenty-six lakh"
"eight crore, twenty-seven lakh","eight crore, twenty-seve1 lakh"
"eight crore, twenty-seven lakh","eight crore, twenty-seven lakh"
"eight crore, twenty-seven lakh","eight crore, twenty-seven lakh"
"eight crore, twenty-seven lakh","eight crore, suddenly  twenty-seven lakh"
"eight crore, twenty-eight lakh","eight caore, twenty-eight lakh"
"eight crore, twenty-eight lakh","eight crore, twenty-eight lakh"
"eight crore, twenty-eight lakh","eight crore, twenty-eight lakh"
"eight crore, twenty-eight lakh","eight crore, twenty-eight resource  lakh"
"eight crore, twenty-nine lakh","eigat crore, twenty-nine lakh"
"eight crore, twenty-nine lakh","eight crore, twenty-nine lakhs"
"eight crore, twenty-nine lakh","eightcrore,twenty-ninelakh"
"eight crore, twenty-nine lakh","eight material  crore, twenty-nine lakh"
"eight crore, thirty lakh","eight crore, t1irty lakh"
"eight crore, thirty lakh","eight crore, thirty lakhs"
"eight crore, thirty lakh","eight crore, thirty lakh"
"eight crore, thirty lakh","eight cro husband re, thirty lakh"
"eight crore, thirty-one lakh","eight crore, thirty-oni lakh"
"eight crore, thirty-one lakh","eight crore, thirty-one lakh"
"eight crore, thirty-one lakh","eight crore, thirty-one lakh"
"eight crore, thirty-one lakh","eight crore simply , thirty-one lakh"
"eight crore, thirty-two lakh","eight crore, ohirty-two lakh"
"eight crore, thirty-two lakh","eight crore, thirty-two lakh"
"eight crore, thirty-two lakh","eightcrore,thirty-twolakh"
"eight crore, thirty-two lakh","ei what ght crore, thirty-two lakh"
"eight crore, thirty-three lakh","eight crore, tairty-three lakh"
"eight crore, thirty-three lakh","eight crore, thirty-three lakh"
"eight crore, thirty-three lakh","eight crore, thirty-three lakh"
"eight crore, thirty-three lakh","e where ight crore, thirty-three lakh"
"eight crore, thirty-four lakh","e0ght crore, thirty-four lakh"
"eight crore, thirty-four lakh","eight crore, thirty-four lakh"
"eight crore, thirty-four lakh","eightcrore,thirty-fourlakh"
"eight crore, thirty-four lakh","eight hair  crore, thirty-four lakh"
"eight crore, thirty-five lakh","eiaht crore, thirty-five lakh"
"eight crore, thirty-five lakh","eight crore, thirty-five lakh"
"eight crore, thirty-five lakh","eight crore, thirty-five lakh"
"eight crore, thirty-five lakh","eig policy ht crore, thirty-five lakh"
"eight crore, thirty-six lakh","eight crore, thirty-six 1akh"
"eight crore, thirty-six lakh","eight crore, thirty-six lakhs"
"eight crore, thirty-six lakh","eightcrore,thirty-sixlakh"
"eight crore, thirty-six lakh","eight crore, thirt high y-six lakh"
"eight crore, thirty-seven lakh","eight cro1e, thirty-seven lakh"
"eight crore, thirty-seven lakh","eight crore, thirty-seven lakh"
"eight crore, thirty-seven lakh","eightcrore,thirty-sevenlakh"
"eight crore, thirty-seven lakh","eight cr home ore, thirty-seven lakh"
"eight crore, thirty-eight lakh","eight crore, thurty-eight lakh"
"eight crore, thirty-eight lakh","eight crore, thirty-eight lakh"
"eight crore, thirty-eight lakh","eight crore, thirty-eight lakh"
"eight crore, thirty-eight lakh","eight crore,  develop thirty-eight lakh"
"eight crore, thirty-nine lakh","e1ght crore, thirty-nine lakh"
"eight crore, thirty-nine lakh","eight crore, thirty-nine lakhs"
"eight crore, thirty-nine lakh","eight crore, thirty-nine lakh"
"eight crore, thirty-nine lakh","e threat ight crore, thirty-nine lakh"
"eight crore, forty lakh","eiaht crore, forty lakh"
"eight crore, forty lakh","eight crore, forty lakh"
"eight crore, forty lakh","eight crore, forty lakh"
"eight crore, forty lakh","eight crore, forty lakh turn "
"eight crore, forty-one lakh","eight crore, 1orty-one lakh"
"eight crore, forty-one lakh","eight crore, forty-one lakhs"
"eight crore, forty-one lakh","eight crore, forty-one lakh"
"eight crore, forty-one lakh","eight  various crore, forty-one lakh"
"eight crore, forty-two lakh","eighe crore, forty-two lakh"
"eight crore, forty-two lakh","eight crore, forty-two lakhs"
"eight crore, forty-two lakh","eight crore, forty-two lakh"
"eight crore, forty-two lakh","eight crore, forty-tw teacher o lakh"
"eight crore, forty-three lakh","e0ght crore, forty-three lakh"
"eight crore, forty-three lakh","eight crore, forty-three lakh"
"eight crore, forty-three lakh","eight crore, forty-three lakh"
"eight crore, forty-three lakh","eight crore, forty-three course  lakh"
"eight crore, forty-four lakh","eight crore, forty-oour lakh"
"eight crore, forty-four lakh","eight crore, forty-four lakh"
"eight crore, forty-four lakh","eightcrore,forty-fourlakh"
"eight crore, forty-four lakh","eigh scene t crore, forty-four lakh"
"eight crore, forty-five lakh","e1ght crore, forty-five lakh"
"eight crore, forty-five lakh","eight crore, forty-five lakh"
"eight crore, forty-five lakh","eight crore, forty-five lakh"
"eight crore, forty-five lakh","eight cror edge e, forty-five lakh"
"eight crore, forty-six lakh","eigot crore, forty-six lakh"
"eight crore, forty-six lakh","eight crore, forty-six lakh"
"eight crore, forty-six lakh","eight crore, forty-six lakh"
